16 0 68 58
17 0 68 18
18 0 62 15
19 0 65 24
20 0 72 55
21 0 74 59
16 1 68 57
17 1 68 19
18 1 63 14
19 1 66 22
20 1 71 54
21 1 73 57
16 2 68 55
17 2 68 21
18 2 64 13
19 2 66 20
20 2 70 53
21 2 73 56
16 3 69 54
17 3 69 22
18 3 65 12
19 3 67 19
20 3 69 52
21 3 72 54
16 4 69 53
17 4 69 23
18 4 65 11
19 4 67 17
20 4 69 51
21 4 71 53
16 5 69 51
17 5 69 25
18 5 66 10
19 5 68 15
20 5 68 51
16 6 69 50
17 6 70 26
18 6 67 9
19 6 68 13
16 7 69 48
17 7 70 27
18 7 67 9
19 7 69 12
16 8 69 47
17 8 71 29
18 8 68 8
19 8 69 10
16 9 69 45
17 9 71 30
18 9 69 7
19 9 70 8
20 9 68 51
16 10 70 44
17 10 71 31
18 10 69 6
19 10 70 6
20 10 69 52
16 11 70 42
17 11 72 33
18 11 70 21
19 11 71 21
20 11 71 53
16 12 70 41
17 12 72 34
18 12 71 20
19 12 71 19
20 12 72 54
16 13 70 39
17 13 72 35
18 13 71 19
19 13 71 18
20 13 74 55
16 14 70 38
17 14 73 37
18 14 72 18
20 14 75 56
16 15 70 36
17 15 73 38
18 15 72 18
20 15 76 57
16 16 70 35
17 16 73 39
16 17 71 33
17 17 74 41
20 17 76 56
16 18 71 32
17 18 74 42
20 18 75 54
16 19 71 30
17 19 75 44
20 19 75 53
16 20 71 29
17 20 75 45
20 20 75 51
16 21 71 27
17 21 75 46
20 21 74 49
16 22 71 26
17 22 76 48
20 22 74 48
16 23 72 25
17 23 76 49
20 23 73 46
16 24 72 23
17 24 76 50
20 24 73 45
16 25 72 22
17 25 77 52
20 25 73 43
16 26 72 20
17 26 77 53
20 26 72 42
16 27 72 19
17 27 77 54
20 27 72 40
17 28 78 56
20 28 71 38
17 29 78 57
20 29 71 37
17 30 78 57
20 30 71 35
20 31 70 34
20 32 70 32
20 33 69 31
20 34 69 29
20 35 69 27
20 36 68 26
20 37 68 24
20 38 67 23
20 39 67 21
20 40 67 20
19 42 71 19
19 43 71 20
19 44 71 21
21 44 71 53
19 45 71 6
21 45 70 51
19 46 71 8
21 46 70 49
19 47 71 9
21 47 69 48
19 48 71 10
21 48 69 46
16 49 72 19
19 49 71 12
21 49 68 44
16 50 73 17
19 50 71 13
21 50 68 43
16 51 74 15
19 51 71 14
21 51 68 43
16 52 75 14
19 52 71 15
16 53 76 12
17 53 78 57
19 53 71 17
16 54 78 10
17 54 78 55
19 54 70 18
16 55 79 9
17 55 78 53
19 55 70 19
16 56 80 7
17 56 77 51
19 56 70 21
16 57 80 6
17 57 77 50
19 57 70 22
17 58 77 48
19 58 70 23
17 59 77 46
19 59 70 24
17 60 76 45
17 61 76 43
16 62 80 7
17 62 76 41
16 63 80 8
17 63 76 39
16 64 80 9
17 64 75 38
16 65 80 11
17 65 75 36
16 66 79 12
17 66 75 34
16 67 79 13
17 67 75 33
16 68 79 14
17 68 74 31
16 69 79 15
17 69 74 29
16 70 79 17
17 70 74 27
20 70 67 21
16 71 79 18
17 71 74 26
20 71 67 22
16 72 79 19
17 72 74 24
20 72 67 23
16 73 78 20
17 73 73 22
20 73 67 24
16 74 78 22
17 74 73 21
18 74 72 19
20 74 67 25
16 75 78 23
17 75 73 19
18 75 72 20
20 75 66 26
16 76 78 24
17 76 73 17
18 76 72 21
20 76 66 27
16 77 78 25
17 77 72 15
18 77 71 7
20 77 66 28
16 78 78 26
17 78 72 14
18 78 71 8
20 78 66 29
16 79 78 28
17 79 72 12
18 79 71 10
20 79 66 30
16 80 77 29
17 80 72 10
18 80 70 11
20 80 66 31
16 81 77 30
17 81 71 8
18 81 70 12
20 81 66 33
16 82 77 31
17 82 71 7
18 82 70 14
20 82 66 34
16 83 77 33
17 83 71 21
18 83 70 15
20 83 66 35
16 84 77 34
17 84 71 19
18 84 69 17
20 84 66 36
16 85 77 35
17 85 71 19
18 85 69 18
20 85 66 37
16 86 77 36
20 86 66 37
16 87 76 37
16 88 76 39
16 89 76 40
16 90 76 41
16 91 76 42
16 92 76 44
16 93 76 45
16 94 75 46
16 95 75 47
20 95 67 36
16 96 75 48
19 96 70 24
20 96 67 35
16 97 75 50
19 97 70 26
20 97 68 33
16 98 75 51
19 98 70 27
20 98 69 32
16 99 75 52
19 99 71 29
20 99 69 30
16 100 74 53
19 100 71 30
20 100 70 29
21 100 67 42
16 101 74 55
19 101 71 32
20 101 71 28
21 101 67 40
16 102 74 56
19 102 71 33
20 102 71 26
21 102 67 38
16 103 74 57
19 103 71 35
20 103 72 25
21 103 66 36
16 104 74 58
19 104 71 36
20 104 73 23
21 104 66 34
19 105 72 38
20 105 73 22
21 105 66 32
19 106 72 40
20 106 74 22
21 106 65 30
19 107 72 41
21 107 65 28
19 108 72 43
21 108 65 26
19 109 72 44
21 109 64 24
21 110 64 22
21 111 64 20
21 112 63 18
16 113 75 58
21 113 63 16
16 114 76 58
21 114 63 16
16 115 77 58
18 127 69 18
18 128 68 19
18 129 68 20
18 130 67 21
19 134 72 43
19 135 72 41
20 135 73 22
19 136 72 40
20 136 73 23
19 137 72 38
20 137 72 25
19 138 72 37
20 138 72 26
18 139 67 22
19 139 73 35
20 139 71 27
18 140 68 24
19 140 73 34
20 140 71 28
18 141 68 26
19 141 73 32
20 141 70 29
18 142 69 27
19 142 73 31
20 142 70 30
18 143 69 29
19 143 73 29
20 143 69 31
17 144 71 20
18 144 70 31
19 144 73 27
20 144 69 33
17 145 72 21
18 145 70 33
19 145 73 26
20 145 68 34
17 146 72 7
18 146 71 34
19 146 73 24
20 146 68 35
21 146 64 17
17 147 73 8
18 147 71 36
19 147 73 23
20 147 67 36
21 147 65 18
16 148 77 57
17 148 73 10
18 148 71 37
19 148 73 21
20 148 67 37
21 148 66 19
16 149 76 56
17 149 74 11
19 149 73 20
20 149 66 38
21 149 67 20
16 150 74 54
17 150 74 13
19 150 73 19
21 150 69 21
16 151 73 53
17 151 75 14
21 151 70 23
16 152 72 51
17 152 76 16
19 152 74 21
21 152 71 24
16 153 71 50
17 153 76 17
19 153 75 23
21 153 72 24
16 154 70 49
17 154 77 18
19 154 75 25
16 155 69 47
17 155 77 20
19 155 76 26
20 155 67 38
16 156 68 46
17 156 78 21
19 156 77 28
20 156 68 39
16 157 67 45
17 157 79 23
19 157 78 30
20 157 69 41
16 158 66 43
17 158 79 24
19 158 78 32
20 158 70 42
16 159 65 42
17 159 80 26
19 159 79 34
20 159 71 43
16 160 64 41
17 160 80 27
19 160 80 36
20 160 71 43
16 161 63 39
17 161 81 29
19 161 81 38
16 162 63 39
17 162 82 30
19 162 81 39
17 163 82 32
19 163 82 41
17 164 83 33
19 164 82 42
17 165 83 34
19 169 82 41
19 170 81 40
19 171 81 39
19 172 81 38
19 173 80 37
16 174 63 39
19 174 80 36
16 175 63 37
19 175 79 35
16 176 64 36
19 176 79 34
16 177 64 35
19 177 78 33
16 178 64 33
19 178 78 32
16 179 64 32
19 179 78 31
20 179 71 43
16 180 64 31
19 180 77 31
20 180 71 42
16 181 64 29
19 181 77 30
20 181 71 41
16 182 65 28
19 182 76 29
20 182 71 40
16 183 65 27
17 183 83 34
19 183 76 28
20 183 71 39
16 184 65 26
17 184 82 35
19 184 76 27
20 184 71 38
16 185 65 24
17 185 81 36
19 185 75 26
20 185 71 37
16 186 65 23
17 186 80 37
19 186 75 25
20 186 71 36
16 187 66 22
17 187 78 38
19 187 74 24
20 187 72 35
16 188 66 20
17 188 77 38
19 188 74 23
20 188 72 34
16 189 66 19
17 189 76 39
19 189 73 22
20 189 72 33
16 190 66 18
17 190 75 40
19 190 73 22
20 190 72 32
16 191 66 16
17 191 75 41
20 191 72 31
16 192 66 15
20 192 72 29
16 193 67 14
20 193 72 28
16 194 67 12
20 194 72 27
16 195 67 11
20 195 72 26
16 196 67 10
20 196 72 25
16 197 67 8
20 197 72 24
16 198 67 7
20 198 72 23
16 199 68 6
20 199 72 22
16 200 68 20
20 200 72 21
16 201 68 19
20 201 72 20
16 202 68 18
20 202 72 19
16 203 68 17
20 203 72 18
16 204 68 16
20 204 72 17
21 204 72 24
18 205 71 36
20 205 72 16
21 205 71 23
18 206 71 35
20 206 72 15
21 206 71 22
18 207 71 34
20 207 72 14
21 207 71 20
18 208 71 32
19 208 73 22
20 208 73 13
21 208 70 19
18 209 71 31
19 209 73 24
20 209 73 11
21 209 70 18
18 210 71 30
19 210 73 26
20 210 73 10
21 210 70 17
17 211 75 40
18 211 71 29
19 211 73 27
20 211 73 9
21 211 69 16
17 212 75 39
18 212 71 27
19 212 73 29
20 212 73 8
21 212 69 15
17 213 75 38
18 213 72 26
19 213 73 31
20 213 73 7
21 213 69 14
17 214 76 36
18 214 72 25
19 214 72 32
20 214 73 6
21 214 68 13
17 215 76 35
18 215 72 24
19 215 72 34
20 215 73 21
21 215 68 12
17 216 77 33
18 216 72 22
19 216 72 36
20 216 73 20
21 216 67 10
17 217 77 32
18 217 72 21
19 217 72 38
20 217 73 19
21 217 67 9
17 218 77 31
18 218 72 20
19 218 72 38
20 218 73 18
21 218 67 8
17 219 78 29
18 219 72 19
20 219 73 17
21 219 66 7
17 220 78 29
18 220 72 17
20 220 73 17
21 220 66 6
18 221 72 16
21 221 66 21
18 222 72 15
21 222 65 20
18 223 72 14
21 223 65 19
19 236 71 37
19 237 71 36
16 238 68 17
19 238 70 34
16 239 68 18
19 239 69 33
16 240 68 20
19 240 69 32
16 241 67 21
19 241 68 30
20 241 73 17
16 242 67 6
19 242 67 29
20 242 73 19
16 243 67 7
19 243 66 28
20 243 73 20
16 244 66 8
19 244 66 26
20 244 73 6
16 245 66 9
19 245 65 25
20 245 73 8
16 246 66 11
19 246 64 24
20 246 73 9
16 247 66 12
19 247 64 23
20 247 73 11
16 248 65 13
20 248 72 12
16 249 65 14
20 249 72 14
16 250 65 15
20 250 72 16
16 251 64 16
20 251 72 17
16 252 64 18
18 252 72 14
20 252 72 19
16 253 64 19
18 253 73 14
20 253 72 21
16 254 64 20
18 254 75 13
20 254 72 22
16 255 63 21
20 255 72 24
16 256 63 22
20 256 72 25
16 257 63 23
20 257 72 27
16 258 62 25
20 258 72 29
16 259 62 26
20 259 72 30
16 260 62 27
20 260 72 32
16 261 62 28
20 261 71 33
16 262 61 29
20 262 71 35
16 263 61 30
20 263 71 37
16 264 61 32
20 264 71 38
16 265 60 33
20 265 71 40
16 266 60 34
18 266 74 13
20 266 71 41
16 267 60 34
18 267 74 14
20 267 71 43
18 268 74 16
20 268 71 45
17 269 77 28
18 269 73 17
20 269 71 46
16 270 60 33
17 270 77 26
18 270 73 18
20 270 71 48
16 271 61 32
17 271 76 24
18 271 72 19
20 271 71 49
16 272 61 30
17 272 76 22
18 272 72 20
20 272 71 51
16 273 61 29
17 273 75 20
18 273 71 21
20 273 71 53
16 274 62 27
17 274 75 18
18 274 71 22
19 274 64 23
20 274 70 54
16 275 62 25
17 275 74 16
18 275 71 23
19 275 64 24
20 275 70 56
16 276 63 24
17 276 74 14
