24 0 18 15
24 1 20 15
24 2 21 15
24 3 23 15
24 4 25 15
24 5 26 15
24 6 28 15
24 7 29 15
24 8 31 15
24 9 32 15
24 10 34 15
24 11 36 15
24 12 37 15
24 13 39 15
24 14 40 15
24 15 42 15
24 36 42 15
24 37 40 15
24 38 39 15
24 39 38 15
24 40 36 15
24 41 35 15
24 42 34 15
24 43 32 15
24 44 31 15
24 45 30 15
24 46 29 15
24 47 27 15
24 48 26 15
24 49 25 15
24 50 23 15
24 51 22 15
24 52 21 15
24 53 19 15
24 54 18 15
24 55 17 15
24 56 16 15
24 57 14 15
24 58 13 15
24 59 12 15
24 60 10 15
24 61 9 15
24 62 8 15
24 63 6 15
24 64 5 15
24 87 5 16
24 88 5 17
24 89 5 18
24 90 5 19
24 91 5 20
24 117 6 20
24 118 8 20
24 119 10 20
24 120 11 20
24 121 13 20
24 122 15 20
24 123 17 20
24 124 19 20
24 125 20 20
24 126 22 20
24 127 24 20
24 128 26 20
24 129 27 20
24 130 29 20
24 131 31 20
24 132 33 20
24 133 35 20
24 134 36 20
24 135 38 20
24 136 40 20
24 137 42 20
24 138 43 20
24 139 45 20
24 140 47 20
24 141 49 20
24 142 51 20
24 143 52 20
24 144 54 20
24 145 56 20
24 146 58 20
24 147 59 20
24 148 61 20
24 149 63 20
24 150 65 20
24 151 67 20
24 152 68 20
24 153 70 20
24 154 72 20
24 155 74 20
24 156 76 20
24 157 77 20
24 158 79 20
24 159 81 20
24 160 83 20
24 161 84 20
24 162 86 20
24 163 87 20
24 170 87 20
24 171 85 20
24 172 84 20
24 173 82 20
24 174 80 20
24 175 79 20
24 176 77 20
24 177 76 20
24 178 74 20
24 179 72 20
24 180 71 20
24 181 69 20
24 182 67 20
24 183 66 20
24 184 64 20
24 185 62 20
24 186 61 20
24 187 59 20
24 188 58 20
24 189 56 20
24 190 54 20
24 191 54 20
24 269 54 21
24 270 54 23
24 271 54 24
24 272 54 26
24 273 54 27
24 274 54 29
24 275 54 30
24 276 54 32
24 277 54 33
24 278 54 35
24 279 54 36
24 280 54 38
24 281 54 39
24 282 54 41
24 283 54 42
24 284 54 44
24 285 54 45
24 286 54 47
24 287 54 48
24 288 54 49
24 343 54 49
24 344 54 51
24 345 54 52
24 402 54 51
24 403 54 49
24 404 54 47
24 405 54 45
24 406 54 44
24 407 54 42
24 408 54 40
24 409 54 38
24 410 54 36
24 411 54 35
24 412 54 33
24 413 54 31
24 414 54 29
24 415 54 29
24 426 54 28
24 427 54 26
24 428 54 24
24 429 54 23
24 430 54 21
24 431 54 19
24 432 54 19
24 467 54 19
24 468 55 19
24 469 56 19
24 470 57 19
24 471 58 19
24 472 59 19
24 473 60 19
24 474 61 19
24 478 60 19
24 479 58 19
24 480 56 19
24 481 55 19
24 482 53 19
24 483 51 19
24 484 49 19
24 485 47 19
24 486 46 19
24 487 44 19
24 488 42 19
24 489 40 19
24 490 39 19
24 491 37 19
24 492 35 19
24 493 33 19
24 494 31 19
24 495 30 19
24 496 28 19
24 497 26 19
24 498 24 19
24 499 22 19
24 500 21 19
24 501 19 19
24 502 17 19
24 503 15 19
24 504 14 19
24 505 13 19
24 531 13 19
24 649 15 19
24 650 17 19
24 651 18 19
24 652 20 19
24 653 22 19
24 654 24 19
24 655 25 19
24 656 27 19
24 657 29 19
24 658 31 19
24 659 32 19
24 660 34 19
24 661 36 19
24 662 38 19
24 663 39 19
24 664 41 19
24 665 43 19
24 666 45 19
24 667 46 19
24 668 48 19
24 669 50 19
24 670 52 19
24 671 53 19
24 672 55 19
24 673 57 19
24 674 59 19
24 675 60 19
24 676 62 19
24 677 63 19
24 689 64 19
24 690 65 19
24 691 67 19
24 692 68 19
24 693 69 19
24 694 71 19
24 695 71 19
24 752 70 19
24 753 68 19
24 754 67 19
24 755 65 19
24 756 63 19
24 757 61 19
24 758 60 19
24 759 58 19
24 760 56 19
24 761 54 19
24 762 52 19
24 763 51 19
24 764 49 19
24 765 47 19
24 766 45 19
24 767 44 19
24 768 42 19
24 769 40 19
24 770 38 19
24 771 36 19
24 772 35 19
24 773 33 19
24 774 32 19
24 799 32 20
24 800 32 22
24 801 32 24
24 802 32 26
24 803 32 26
24 830 32 26
24 831 31 26
24 832 30 26
24 833 28 26
24 834 27 26
24 835 26 26
24 836 25 26
24 837 24 26
24 838 23 26
24 839 22 26
24 840 21 26
24 841 20 26
24 842 19 26
24 843 19 26
24 873 20 26
24 874 22 26
24 875 23 26
24 876 25 26
24 877 27 26
24 878 28 26
24 879 30 26
24 880 31 26
24 881 33 26
24 882 35 26
24 883 36 26
24 884 38 26
24 885 39 26
24 886 41 26
24 887 43 26
24 888 44 26
24 889 46 26
24 890 47 26
24 891 49 26
24 892 51 26
24 893 52 26
24 894 54 26
24 895 55 26
24 896 57 26
24 897 59 26
24 898 60 26
24 899 62 26
24 900 63 26
24 901 65 26
24 902 67 26
24 903 68 26
24 904 70 26
24 905 71 26
24 906 73 26
24 907 75 26
24 908 76 26
24 909 78 26
24 910 79 26
24 911 81 26
24 912 83 26
24 913 84 26
24 914 86 26
24 915 87 26
24 916 88 26
24 951 88 26
24 952 88 25
24 953 88 24
24 954 88 23
24 955 88 22
24 956 88 21
24 957 88 20
24 958 88 19
24 959 88 17
24 960 88 16
24 961 88 15
24 962 88 14
24 963 88 13
24 964 88 12
24 965 88 11
24 966 88 10
24 967 88 9
24 1011 87 9
24 1012 85 9
24 1013 84 9
24 1014 82 9
24 1015 81 9
24 1016 79 9
24 1017 77 9
24 1018 76 9
24 1019 74 9
24 1020 73 9
24 1021 71 9
24 1022 69 9
24 1023 68 9
24 1024 66 9
24 1025 65 9
24 1026 63 9
24 1027 61 9
24 1028 60 9
24 1029 58 9
24 1030 57 9
24 1031 55 9
24 1032 53 9
24 1033 52 9
24 1034 50 9
24 1035 49 9
24 1036 47 9
24 1037 45 9
24 1038 44 9
24 1039 42 9
24 1040 41 9
24 1041 39 9
24 1042 37 9
24 1043 36 9
24 1044 34 9
24 1045 33 9
24 1046 31 9
24 1047 30 9
24 1071 30 9
24 1166 30 9
24 1167 30 11
24 1168 30 13
24 1169 30 14
24 1199 31 14
24 1200 33 14
